Movie_Title,ListOfCertificate
Terminator 3: Rise of the Machines,"R,TV-MA,TV-14"
Cloverfield,PG-13
Predator,R
Fast & Furious 6,PG-13
In Time,"Approved,PG-13"
Transformers: Dark of the Moon,PG-13
Spider-Man: Far from Home,"PG-13,TV-14"
Live Free or Die Hard,"PG-13,TV-14"
The Lost World: Jurassic Park,PG-13
Transformers: Revenge of the Fallen,"PG-13,TV-MA"
Tropic Thunder,"R,TV-14"
John Wick: Chapter 2,R
Mission: Impossible,PG-13
Ready Player One,"PG-13,TV-PG"
Star Wars: Episode IX - The Rise of Skywalker,PG-13
Godzilla,PG-13
King Kong,PG-13
Sicario,R
Scott Pilgrim vs. the World,PG-13
Armageddon,PG-13
The Mummy,PG-13
Spectre,PG-13
Justice League,PG-13
Aquaman,PG-13
The Last Samurai,R
Dawn of the Planet of the Apes,PG-13
War of the Worlds,"PG-13,TV-14"
X-Men: Apocalypse,PG-13
American Sniper,"R,TV-14"
The Incredible Hulk,"PG-13,TV-14"
Lucy,R
Indiana Jones and the Temple of Doom,PG
Mission: Impossible - Ghost Protocol,PG-13
Hancock,"R,PG-13"
Mr. & Mrs. Smith,"PG-13,TV-14"
The Matrix Revolutions,R
Star Trek Into Darkness,PG-13
Children of Men,R
Pacific Rim,PG-13
Baby Driver,"R,TV-MA"
Hot Fuzz,R
Pirates of the Caribbean: On Stranger Tides,PG-13
X-Men Origins: Wolverine,"PG-13,TV-14"
X-Men: The Last Stand,"TV-G,PG-13"
Source Code,PG-13
Captain Marvel,PG-13
1917,"R,TV-MA"
Oblivion,PG-13
Harry Potter and the Half-Blood Prince,PG
Rise of the Planet of the Apes,PG-13
Blade Runner 2049,"R,TV-MA"
"I, Robot",PG-13
Watchmen,R
The Bourne Identity,"PG-13,TV-14"
Spider-Man 3,"PG-13,TV-PG,TV-14"
Sherlock Holmes,PG-13
Minority Report,"PG-13,TV-14"
X2: X-Men United,"TV-G,PG-13,TV-14"
Deadpool 2,R
21 Jump Street,"R,TV-14"
Heat,R
Transformers,PG-13
Wonder Woman,PG-13
The Bourne Ultimatum,PG-13
Kingsman: The Secret Service,"R,TV-14"
Ant-Man,"PG-13,TV-PG"
Pirates of the Caribbean: At World's End,PG-13
Casino Royale,PG-13
Guardians of the Galaxy Vol. 2,PG-13
Thor: The Dark World,"PG-13,TV-14"
World War Z,PG-13
The Hunger Games: Catching Fire,"PG-13,TV-14"
District 9,"R,TV-MA"
Edge of Tomorrow,PG-13
Doctor Strange,PG-13
Thor: Ragnarok,PG-13
Suicide Squad,"PG-13,TV-14"
Batman v Superman: Dawn of Justice,"R,PG-13"
X-Men: First Class,"PG-13,TV-14"
Skyfall,PG-13
Aliens,"R,TV-PG"
The Incredibles,"PG,TV-PG"
Pirates of the Caribbean: Dead Man's Chest,PG-13
Star Wars: Episode II - Attack of the Clones,"PG,TV-PG"
Black Panther,PG-13
X-Men: Days of Future Past,PG-13
Logan,"R,TV-MA"
How to Train Your Dragon,"PG,TV-Y7-FV,TV-PG"
Jurassic Park,"TV-PG,PG-13"
Mad Max: Fury Road,"R,TV-14"
Indiana Jones and the Raiders of the Lost Ark,"PG,TV-14"
Avengers: Infinity War,PG-13
Avengers: Endgame,PG-13
Deadpool,"R,TV-MA"
Star Wars: Episode VII - The Force Awakens,PG-13
Iron Man,"PG-13,TV-14"
Star Wars: Episode VI - Return of the Jedi,"PG,TV-PG"
Kill Bill: Vol. 1,"R,TV-MA,TV-14"
Guardians of the Galaxy,"PG-13,TV-14"
Avatar,"PG-13,TV-14"
Terminator 2: Judgment Day,"R,TV-PG,TV-14"
Pirates of the Caribbean: The Curse of the Black Pearl,PG-13
Léon: The Professional,R
V for Vendetta,R
Star Wars: Episode V - The Empire Strikes Back,"PG,TV-PG"
The Departed,R
The Avengers,"PG-13,TV-14"
Star Wars: Episode IV - A New Hope,"PG,TV-PG"
Gladiator,"R,TV-14"
The Dark Knight Rises,"PG-13,TV-14"
Batman Begins,"PG-13,TV-14"
The Lord of the Rings: The Fellowship of the Ring,PG-13
The Lord of the Rings: The Two Towers,PG-13
The Matrix,R
The Lord of the Rings: The Return of the King,PG-13
Inception,"PG-13,TV-14"
